par_id,art_id,keyword,country_code,text,label,class
7049,@@4609914,women,jm,literacy rate per cent woman per cent men jamaica femaletomale ratio put jamaica second world lesotho ratio,0,0
7051,@@23934354,poor-families,gh,student rural poor community ghana awarded scholarship study high school university college education ghana scholarship fund inc student come family parent position raise school fee pay high school college education ghana scholarship fund inc grows number student sponsor study responsibility running organization bestowed upon board director paid therefore guarantee fund given form donation channeled towards educating ghanaian child poor family,0,0
7052,@@25585556,homeless,jm,biopic centred around bahamianborn kevin fergusonwho went stage name kimbo slice rose homelessness mixed martial art fame brutal backyard fight gained large following youtube died suddenly heart failure liver mass,0,0
7053,@@20273412,in-need,jm,crisis continues unfold ministry provided following number jamaican contact person need assistance texas,0,0
7054,@@990338,refugee,za,family uganda tanzania born uk moved rwanda nine month later refugee family rwandan genocide thereafter family shifted uganda nothing drive desire help led start selling computer friend school kampala shortly established first company,0,0
7055,@@20667168,women,jm,let draw attention tanzanian woman made earnings pretending man yearold woman disguised man could able work mine understand level stereotyping woman go prohibited performing certain duty,0,0
7057,@@25820640,homeless,ie,homeless nobody helping u looking way get emergency accommodation looking way keep child happy said,0,0
7058,@@8855764,homeless,gh,tolon chereponi district among seven district region severely hit natural disaster causing extensive devastation building rendering million homeless,0,0
7059,@@25970169,hopeless,nz,parker get low dirty whyte nt style looked hopelessly lost large chunk middle part fight eye pleaded corner say make looked betrayed,0,0
7060,@@4623855,in-need,jm,house child eight year old vast majority need care protection child access educational recreational facility including book audiovisual aid playground also situated premise,0,0
7062,@@23483045,homeless,lk,live house dream sri lankans sadly million family dream according housing need assessment data survey conducted ministry housing construction million family either live temporary housing rent partially constructed housing cadjan roofed house homeless landless,0,0
7064,@@1894994,women,tz,expecting woman khamisa jumanne said health worker solicit money expecting woman instead nt money receive poor service,0,0
7065,@@3118361,poor-families,us,study working poor family project showed working poor family three time likely headed minority parent,0,0
7066,@@109970,migrant,us,sixty year ago today michael bolton born new connecticut family russian jewish immigrant eventually change name michael bolton go become one successful musician late early either reviving sound classic soul rampb buffing modern shine view many critic exploiting defiling legacy great black artist like otis redding percy sledge,0,0
7069,@@20219729,in-need,za,remind u actually strength built deep love country service people cry result difficult road tear interpreted weakness youwe made u believe rock many wounded rock walking around ashamed rage weariness anything revolutionary say need therapy imbokodo notion must fall,0,0
7071,@@4828073,women,us,giant ensemble multiple storyline chef grand budapest hotel wood conceivably could appeal men woman relatively equal number marking something welcome detente seemingly neverending battle sex,0,0
7072,@@24328959,refugee,ph,seeking aid abroad lebanon uproots syrian refugee,0,0
7073,@@19674366,immigrant,my,urgently despatch personnel sg asap rid resettlement scheme illegal immigrant,0,0
7074,@@21966686,homeless,gb,every monday night community centre shadow edinburgh castle transformed makeshift dropin vet clinic city homeless vulnerably housed,0,0
7075,@@26257182,immigrant,lk,sydney cape breton group dedicated enhancing integration immigrant looking way improve experience newcomer island,0,0
7076,@@10092602,homeless,jm,another mobay fire leaf person homeless,0,0
7077,@@136460,vulnerable,gb,anglo american weakened project delay escalating cost seen many vulnerable takeover world fourth largest mining group,0,0
7078,@@22363071,refugee,us,day order secretary state rex tillerson acting homeland security secretary elaine duke director national intelligence daniel coat sent memo trump saying certain refugee must banned unless additional security measure implemented,0,0
